identifier,all_names,batting_style,bowling_style
77768f72,['Rakibul Hasan' 'Rakibul Hasan (2)'],Left hand Bat,Left arm Orthodox
be85b12d,['R Lewis' 'RA Lewis'],Right hand Bat,Left arm Orthodox
65be8bb2,['R Lewis' 'RA Lewis' 'Ramaal Antwaine Lewis' 'Ramaal Lewis'],Right hand Bat,Right arm Offbreak
415e5c01,['R Allen' 'Ross Allen'],Left hand Bat,Left arm Orthodox
b3b0f7e4,['Bob Massie' 'RAL Massie' 'Robert Massie'],Left hand Bat,Right arm Medium
d5eb8b84,['Mair' 'R Mair' 'RA Mair' 'Rosemary Mair'],Right hand Bat,Right arm Medium
be24ead0,['Ramandeep Singh'],Right hand Bat,Right arm Medium
a40710b9,['Ramanjot Singh'],Right hand Bat,Right arm Offbreak
6d816d13,['RA Mariu'],Right hand Bat,Right arm Medium
c8087fe2,['RA Marshall'],Right hand Bat,Right arm Medium
93fefdfa,['Ram Dayal'],Right hand Bat,Right arm Medium
0b78b7c1,['Rameen Shamim'],Left hand Bat,Right arm Offbreak
b810425e,['Rameesha Shahid'],Left hand Bat,Left arm Medium
e191bf68,['Rameez Raja' 'Rameez Raja (2)'],Right hand Bat,Right arm Offbreak
e045c165,['R Shahzad' 'Rameez Shahzad'],Right hand Bat,Right arm Offbreak
85c80de3,['Ram' 'Ram Gurung'],Right hand Bat,Right arm Medium
b8f3f139,['R Amiri'],Right hand Bat,Right arm Medium
832a4c23,['Rameez Raja' 'Ramiz Raja'],Right hand Bat,Right arm Legbreak
b648094c,['Ram Krishan'],Right hand Bat,Right arm Medium
524066ad,['Ramveer Rai'],Right hand Bat,Left arm Orthodox
6d981899,['Rana Datta' 'Rana Dutta'],Left hand Bat,Right arm Medium
f4a9e5a1,['R Anders'],Right hand Bat,Right arm Fast
75d2111a,['R Andreea'],Right hand Bat,Right arm Medium
66c1accf,['R Andrew'],Right hand Bat,Right arm Medium
c6fba3b8,['Rangachari Vijayaraghavan'],Right hand Bat,Right arm Medium
9fc85271,['Ranganath Prasanna'],Left hand Bat,Left arm Fast
49023725,['Ranjan Das'],Right hand Bat,Left arm Fast
7d4a4371,['Ranjeet Mali'],Right hand Bat,Right arm Medium
ca099aeb,['R R Nikam' 'RR Nikam' 'Ranjeet Nikam'],Right hand Bat,Right arm Offbreak
d334aee7,['Ranjeev Sharma'],Right hand Bat,Right arm Legbreak
5995707a,['R Ankad'],Right hand Bat,Right arm Medium
6cc006ef,['Prabath Nissanka' 'RAP Nissanka'],Right hand Bat,Right arm Medium
9af8f6fc,['Bob Appleyard' 'R Appleyard' 'Robert Appleyard'],Right hand Bat,Right arm Medium
17efdeb8,['Raqibul Hasan'],Right hand Bat,Right arm Legbreak
d7725664,['R Reifer' 'RA Reifer' 'Raymon Reifer'],Left hand Bat,Left arm Medium
1e98804a,['RA Sealy'],Right hand Bat,Right arm Legbreak
7c390b03,['RA Shaikh'],Left hand Bat,Left arm Medium
691d15fb,['RA Sharma'],Left hand Bat,Left arm Medium
bde62f47,['Rasheed Rassam'],Right hand Bat,Left arm Wrist spin
1f7f4da9,['Rashid Ahad'],Right hand Bat,Right arm Legbreak
ce39ca2c,['RASHIDATH SALIA' 'Rashidatu Salia'],Right hand Bat,Right arm Medium
5f547c8b,['R Khan' 'Rashid Khan'],Right hand Bat,Right arm Legbreak
69cccff3,['Rashid Khan' 'Rashid Khan (2)'],Right hand Bat,Right arm Medium
700e1c72,['Rashid Khan' 'Rashid Khan (3)'],Right hand Bat,Right arm Fast
d32782ae,['Rashid Latif'],Right hand Bat,Right arm Legbreak
fb82725e,['Rashid Riaz'],Right hand Bat,Right arm Offbreak
d797ecfe,['Rashid Zia'],Right hand Bat,Right arm Offbreak
495d42a5,['R Ashwin' 'Ravi Ashwin'],Right hand Bat,Right arm Offbreak
b8527c3d,['R Salam' 'Rasikh Salam'],Right hand Bat,Right arm Medium
f35dded4,['RA Sinfield' 'Reg Sinfield' 'Reginald Sinfield'],Right hand Bat,Right arm offbreak
2f28dc94,['Lakmal' 'RAS Lakmal' 'S Lakmal' 'Suranga Lakmal'],Right hand Bat,Right arm Fast
29e14538,['RA Smith' 'Robin Smith'],Right hand Bat,Right arm Legbreak
978bd738,['R Stevenson' 'RA Stevenson'],Right hand Bat,Right arm Fast
7ce244fd,['RA Tappin'],Right hand Bat,Right arm Offbreak
3465e307,['R Athapaththu'],Right hand Bat,Right arm Medium
77255a9e,['R A Tripathi' 'R Tripathi' 'RA Tripathi'],Right hand Bat,Right arm Medium
8831b92e,['Raunaq Kapur'],Left hand Bat,Right arm Offbreak
4b2056c7,['Raushan Raj'],Right hand Bat,Right arm Medium
422c0dde,['R Avdylaj'],Right hand Bat,Right arm Medium
df064e1a,['Bishnoi' 'R Bishnoi' 'Ravi Bishnoi' 'Rm Bishnoi'],Right hand Bat,Right arm Legbreak
f7ce1f24,['Ravi Chauhan'],Right hand Bat,Right arm Legbreak
824b6ca0,['Ravi Kant Singh' 'Ravikant Singh'],Right hand Bat,Right arm Medium
0ff9728b,['Ravi Kiran'],Right hand Bat,Right arm Medium
f2dbbff5,['Ravikumar Samarth' 'Samarth R'],Right hand Bat,Right arm Offbreak
1ea4fbd5,['R D Thakur' 'RD Thakur' 'Ravikumar Thakur'],Right hand Bat,Left arm Medium
f80682f8,['Ravinderpal Singh'],Right hand Bat,Right arm Offbreak
710e1a5c,['R Singh' 'Ravinder Singh'],Right hand Bat,Right arm Medium
5f39537c,['Ravi Teja' 'T Ravi Teja'],Left hand Bat,Right arm Medium
863b4da8,['RA White'],Left hand Bat,Right arm Offbreak
d346d939,['R Whiteley' 'RA Whiteley'],Left hand Bat,Left arm Medium
6917a7fb,['RA Wiggins'],Right hand Bat,Right arm Offbreak
2948261b,['Bob Woolmer' 'RA Woolmer' 'Robert Woolmer'],Right hand Bat,Right arm Medium
b82354b3,['Raza Ali Dar'],Left hand Bat,Left arm Orthodox
4f7279a4,['R Hasan' 'Raza Hasan'],Right hand Bat,Left arm Orthodox
eee46f77,['Raza Iqbal'],Left hand Bat,Left arm Orthodox
d146924b,['Raza-ur-Rehman'],Right hand Bat,Left arm Medium
60cc80ac,['Razmal Shigiwal'],Right hand Bat,Right arm Medium
26c9b5be,['R Baaleri'],Right hand Bat,Right arm Offbreak
c74c583b,['R Bakum'],Right hand Bat,Right arm Medium
99fdf8c9,['R B Bishnoi Jr' 'RB Bishnoi Jr'],Left hand Bat,Left arm Orthodox
dba09bfe,['RB Desai' 'Ramakant Desai'],Right hand Bat,Right arm Fast
17c5ddb1,['R Beaumont' 'Rolland Beaumont'],Right hand Bat,Right arm Bowler
8f85a32b,['R Benaud' 'Richie Benaud'],Right hand Bat,Right arm Legbreak
0f139cb0,['Bob Berry' 'R Berry' 'Robert Berry'],Left hand Bat,Left arm Orthodox
7251fb25,['R Bhardwaj'],Right hand Bat,Right arm Medium
33a364a6,['R Bhatia' 'Rajat Bhatia'],Right hand Bat,Right arm Medium
4d5a1617,['R Bishnoi' 'R K Bishnoi'],Right hand Bat,Right arm Medium
bf385668,['RB Javed'],Right hand Bat,Right arm Fast
45d9aedb,['RB Kanhai' 'Rohan Kanhai'],Right hand Bat,Right arm Medium
6d00fe86,['RB Kenny' 'Ramnath Kenny'],Right hand Bat,Right arm Offbreak
b08bc2fa,['RB Kerr' 'Robbie Kerr' 'Robert Kerr'],Right hand Bat,Right arm Legbreak
ba038c88,['RB McCosker' 'Richard McCosker' 'Rick McCosker'],Right hand Bat,Right arm Legbreak
ff814731,['RB Minnett' 'Roy Minnett'],Right hand Bat,Right arm Fast
f88dc8de,['RB Patel'],Right hand Bat,Left arm Orthodox
45d0af7e,['R Brar'],Right hand Bat,Right arm Medium
410e2f12,['RB Richardson' 'Richie Richardson'],Right hand Bat,Right arm Medium
970d1524,['Bob Simpson' 'RB Simpson'],Right hand Bat,Right arm Legbreak
bee3d078,['R Butler'],Right hand Bat,Right arm Offbreak
2d17790c,['RC Allen' 'Reginald Allen'],Right hand Bat,Right arm Fast
f856b613,['R Cameron'],Right hand Bat,Right arm Bowler
c46571b9,['R Carter' 'Rebecca Carter' 'Rl Carter'],Left hand Bat,Right arm Medium
dfdaca74,['RC Belbashi'],Right hand Bat,Right arm Medium
8c1421a8,['RC Blunt' 'Roger Blunt'],Right hand Bat,Right arm Legbreak
135b29fc,['RC Fredericks' 'Roy Fredericks'],Left hand Bat,Left arm Wrist spin
0ef64bba,['R Chandrika' 'Rajendra Chandrika'],Right hand Bat,Right arm Offbreak
b768aae3,['RC Haoda'],Right hand Bat,Right arm Fast
f011dfa3,['RC Irani' 'Ronald Irani' 'Ronnie Irani'],Right hand Bat,Right arm Medium
fe4ddc51,['R Ciric'],Right hand Bat,Right arm Medium
be2537e9,['R Cisse'],Right hand Bat,Right arm Medium
3da575b7,['R Claassen'],Right hand Bat,Right arm Offbreak
8728a058,['Clarke' 'R Clarke' 'Rikki Clarke'],Right hand Bat,Right arm Medium
942318a6,['Dick Motz' 'RC Motz' 'Richard Motz'],Right hand Bat,Right arm Fast
3239c8a9,['R Coker'],Left hand Bat,Right arm Legbreak
ce1cb84f,['R Corkish'],Right hand Bat,Right arm Medium
dd20f962,['Jack Russell' 'RC Russell'],Left hand Bat,Right arm Offbreak
0fb3e982,['RC Saxena' 'Ramesh Saxena'],Right hand Bat,Right arm Legbreak
0deb9872,['RC Shukla' 'Rakesh Shukla'],Right hand Bat,Right arm Legbreak
6779e840,['R Cunningham'],Right hand Bat,Right arm Offbreak
9585b9e8,['RC Williams'],Left hand Bat,Right arm Medium
490f475a,['RD Atangana'],Right hand Bat,Left arm Medium
2f6f44bb,['RDB Ahir'],Right hand Bat,Right arm Medium
6794586e,['R D Banik' 'RD Banik' 'Rajesh Banik'],Right hand Bat,Right arm Legbreak
494849e6,['RDB Croft' 'Robert Croft'],Right hand Bat,Right arm Offbreak
e21bc7f3,['R Berrington' 'RD Berrington'],Right hand Bat,Right arm Medium
681612f2,['RD Bovell'],Right hand Bat,Right arm Medium
bd892bf8,['RD Burson'],Right hand Bat,Right arm Fast
2ed569a0,['R Chahar' 'R D Chahar' 'RD Chahar'],Right hand Bat,Right arm Legbreak
2901e489,['RD de Sousa'],Right hand Bat,Right arm Medium
57e1d7e4,['R de Swardt'],Left hand Bat,Right arm Medium
45a43fe2,['R D Gaikwad' 'R Gaikwad' 'RD Gaikwad'],Right hand Bat,Right arm Offbreak
9b858e4d,['RD Gudhka'],Right hand Bat,Right arm Offbreak
8399a7af,['R Dhakal'],Right hand Bat,Left arm Medium
079b2f73,['R Dhanraj' 'Rajindra Dhanraj'],Right hand Bat,Right arm Legbreak
050492b0,['R Dhar'],Right hand Bat,Right arm Medium
8f3f2d61,['RD Harrison'],Right hand Bat,Right arm Medium
26a85969,['R Dhawan' 'R R Dhawan'],Right hand Bat,Right arm Medium
0d4d3cb1,['R Dhiman'],Right hand Bat,Right arm Medium
2f41e857,['RD Hynniewta'],Right hand Bat,Right arm Medium
0e6123b8,['RD Jackman' 'Robin Jackman'],Right hand Bat,Right arm Fast
393f2ae3,['R John' 'RD John'],Right hand Bat,Right arm Medium
92e41d14,['RD Kottahachchi'],Left hand Bat,Left arm Orthodox
fbc5c0c6,['RDM Leverock'],Right hand Bat,Left arm Orthodox
dafe6397,['R Dolabaille' 'Rosalie Dolabaille'],Right hand Bat,Right arm offbreak
63fc4b92,['RD Pangestuti'],Right hand Bat,Right arm Medium
757502b5,['RD Pringle'],Right hand Bat,Right arm Offbreak
57b3c398,['R Drake'],Right hand Bat,Right arm Medium
0184dc35,['R Dravid' 'RS Dravid' 'Rahul Dravid'],Right hand Bat,Right arm Offbreak
45d4cb14,['RD Shah'],Right hand Bat,Right arm Medium
c1ef6dad,['RD Steede'],Right hand Bat,Right arm Fast
a7476acf,['R Dumbrill' 'Richard Dumbrill'],Right hand Bat,Right arm Medium
8a9fe913,['Reagan Pinto'],Right hand Bat,Right arm Legbreak
24f058d1,['RE Cox'],Left hand Bat,Left arm Medium
4cf05de9,['Reehana Khan'],Right hand Bat,Right arm Medium
e61ff74c,['RE Foster' 'Reginald Foster' 'Tip Foster'],Right hand Bat,Right arm Fast
862f4427,['Regina Khan'],Right hand Bat,Right arm Medium
0ecb4de6,['Rehan Ahmed'],Right hand Bat,Right arm Legbreak
57689d0b,['RE Hayward'],Left hand Bat,Left arm Medium
b7b71e8c,['R Ehsan'],Right hand Bat,Right arm Medium
267be846,['Rejaur Rahman'],Right hand Bat,Right arm Medium
140cdf29,['REJ Martinesz'],Right hand Bat,Right arm Medium
18c78b11,['R Levi' 'RE Levi'],Right hand Bat,Right arm Medium
a3350334,['RE Marshall' 'Roy Marshall'],Right hand Bat,Right arm Offbreak
87107d23,['R McLean' 'RE McLean'],Right hand Bat,Right arm Offbreak
895a0ead,['Dika Ralte' 'Remruatdika Ralte'],Right hand Bat,Right arm Medium
d4fabced,['REM Williams'],Right hand Bat,Right arm Medium
9235396c,['R Endo'],Right hand Bat,Right arm Medium
7298db76,['Renuka Singh'],Right hand Bat,Right arm Medium
42df2242,['R Margrate' 'Renu Margrate'],Right hand Bat,Right arm Medium
20fbf68c,['RD King' 'Reon King'],Right hand Bat,Right arm Fast
80bbb090,['RE Redmond' 'Rodney Redmond'],Left hand Bat,Left arm Orthodox
1cf3a41a,['Bob Wyatt' 'RES Wyatt' 'Robert Wyatt'],Right hand Bat,Right arm Medium
857b9be7,['Reuben' 'Reuben Lalhruaizela'],Right hand Bat,Right arm Medium
05c2ca46,['R van der Merwe' 'RE van der Merwe' 'van der Merwe'],Right hand Bat,Left arm Orthodox
8012c53c,['RE Watkins'],Left hand Bat,Right arm Medium
a0f57fcf,['Rewina Mohammad'],Right hand Bat,Right arm Medium
f3ba1bdc,['Rex' 'Rex Rajkumar'],Left hand Bat,Left arm Medium
5e79f2de,['Reyhan Faiz'],Right hand Bat,Right arm Offbreak
b826908f,['RF Badenhorst'],Right hand Bat,Right arm Medium
ad212f96,['Higgins' 'R Higgins' 'RF Higgins'],Right hand Bat,Right arm Medium
c13b2833,['R Flannigan'],Right hand Bat,Right arm Medium
8b248d88,['R Frylinck'],Right hand Bat,Right arm Medium
daed0035,['RF Surti' 'Rusi Surti'],Left hand Bat,Left arm Medium
14dbaa61,['RF Vincent'],Right hand Bat,Right arm Medium
90f9aedf,['RGA Amah'],Right hand Bat,Right arm Offbreak
2fdd16fe,['RG Aga'],Right hand Bat,Right arm Medium
6b8bb60b,['RGA Headley' 'Ron Headley' 'Ronald Headley'],Left hand Bat,Right arm Legbreak
67e66bcc,['RG Archer' 'Ronald Archer'],Right hand Bat,Right arm Fast
0079f139,['R Gaznavi'],Right hand Bat,Right arm Legbreak
4d2e7c97,['Dick Barlow' 'RG Barlow' 'Richard Barlow'],Right hand Bat,Left arm Medium
23a39b24,['RGCE Wijesuriya' 'Roger Wijesuriya'],Right hand Bat,Left arm Orthodox
8e3fcab1,['RG Corns'],Right hand Bat,Left arm Orthodox
e87fbdda,['Bob Willis' 'RGD Willis'],Right hand Bat,Right arm Fast
ec34b2ac,['RG Gregory' 'Ross Gregory'],Right hand Bat,Right arm Legbreak
ef33e040,['RG Hazarika'],Left hand Bat,Right arm Offbreak
6048b12d,['Bob Holland' 'RG Holland' 'Robert Holland'],Right hand Bat,Right arm Legbreak
2af9c105,['R Gibson'],Right hand Bat,Right arm Medium
b5698b32,['R Gilchrist' 'Roy Gilchrist'],Right hand Bat,Right arm Fast
b2b23612,['R More' 'RG More' 'Ronit More'],Right hand Bat,Right arm Medium
4ffadf5c,['RGM Patel' 'Rashid Patel'],Left hand Bat,Left arm Fast
011f6b42,['Mukasa' 'RG Mukasa'],Right hand Bat,Right arm Offbreak
2b0c0cd2,['Bapu Nadkarni' 'RG Nadkarni'],Left hand Bat,Left arm Orthodox
235a247a,['RG Nijman'],Right hand Bat,Right arm Medium
62d180f3,['RG Okia'],Right hand Bat,Right arm Fast
bfd93f9b,['R Gowthaman'],Right hand Bat,Right arm Offbreak
266849c1,['R Goyal'],Left hand Bat,Left arm Wrist spin
00db38f8,['Graeme Pollock' 'RG Pollock'],Left hand Bat,Right arm Legbreak
d1638cbf,['R Graham' 'Robert Graham'],Right hand Bat,Right arm Medium
740742ef,['R Sharma' 'RG Sharma' 'Rohit Sharma'],Right hand Bat,Right arm Offbreak
881cb071,['RG Somashekhar'],Right hand Bat,Right arm Medium
eebe62e6,['RG Twose' 'Roger Twose'],Left hand Bat,Right arm Medium
9b6ad88a,['R Gunasekara' 'R Gunasekera'],Left hand Bat,Right arm Legbreak
47f7b2cf,['RG White'],Right hand Bat,Right arm Medium
5d1c2102,['R Haasbroek'],Right hand Bat,Right arm Offbreak
d83448bf,['R Hackney'],Left hand Bat,Left arm Orthodox
15b39832,['R Hadley'],Right hand Bat,Right arm Medium
2832fbba,['R Haiong'],Left hand Bat,Left arm Medium
fc8c6088,['R H Bhatt' 'RH Bhatt' 'Rujul Bhatt'],Left hand Bat,Right arm Offbreak
93a583c3,['R Candy' 'RH Candy'],Right hand Bat,Right arm Medium
7bb592d0,['Bob Catterall' 'RH Catterall' 'Robert Catterall'],Right hand Bat,Right arm Medium
8b21f38c,['RHD Sellers' 'Reginald Sellers' 'Rex Sellers'],Right hand Bat,Right arm Legbreak
c70448aa,['R Hekure'],Right hand Bat,Right arm Medium
8708c072,['R Heyns'],Right hand Bat,Right arm Medium
84838938,['RH Joseph'],Right hand Bat,Right arm Fast
8bdbb608,['RH McDonald'],Right hand Bat,Right arm Fast
8474bc44,['RH McNeill'],Right hand Bat,Right arm Medium
b10af662,['RHM Hopkins'],Right hand Bat,Right arm Medium
60bb8160,['RHO Saunders'],Right hand Bat,Right arm Offbreak
592df321,['Dick Howorth' 'R Howorth' 'Richard Howorth'],Left hand Bat,Left arm Orthodox
025a092b,['RH Patel'],Right hand Bat,Left arm Orthodox
72cb189a,['RH Robinson' 'Ray Robinson' 'Rayford Robinson'],Right hand Bat,Right arm Legbreak
92129e20,['RH Scott' 'Roy Scott'],Right hand Bat,Right arm Medium
0fe0633a,['Deepak Shodhan' 'RH Shodhan'],Left hand Bat,Left arm Medium
a1d4bc51,['R Hubbard'],Right hand Bat,Right arm Medium
7fdab87e,['Bert Vance' 'RH Vance' 'Robert Vance'],Right hand Bat,Right arm Offbreak
25e6f0fa,['Rhyda Ofori'],Right hand Bat,Right arm Medium
75501b9e,['Rianie Esterhuizen'],Right hand Bat,Right arm Medium
769b5209,['Riaz Afridi'],Right hand Bat,Right arm Medium
281ce63c,['Riaz Afridi' 'Riaz Afridi (2)'],Right hand Bat,Right arm Medium
269cc4ff,['Riazat Ali Shah'],Right hand Bat,Right arm Medium
08f088e3,['Riazuddin'],Right hand Bat,Right arm Offbreak
83b3be03,['RIC Holder' 'Roland Holder'],Right hand Bat,Right arm Medium
f802485d,['Rida Syeda'],Right hand Bat,Right arm Medium
fa31faea,['Ridha Aulia'],Right hand Bat,Right arm Medium
e22d3b5c,['R Keogh' 'RI Keogh'],Right hand Bat,Right arm Offbreak
7c524708,['R Illingworth' 'Ray Illingworth'],Right hand Bat,Right arm Offbreak
1f28c0f2,['RI Newton'],Right hand Bat,Right arm Legbreak
36ba7f0b,['Rinitha Rajith'],Right hand Bat,Right arm Medium
63798865,['Rinsangzela' 'Rinsangzela Hmamte'],Left hand Bat,Left arm Orthodox
c4109286,['Rinzing' 'Rinzing Bhutia'],Right hand Bat,Right arm Medium
a64608ec,['Rishabh Chouhan'],Right hand Bat,Left arm Orthodox
bd74f1a7,['Rishabh Tiwari'],Left hand Bat,Right arm Legbreak
5935d694,['Rishad Hossain'],Right hand Bat,Right arm Legbreak
8963ee49,['Rishav Das'],Right hand Bat,Right arm Offbreak
f9e02b27,['Rishitha Rajith'],Right hand Bat,Right arm Medium
9e8bb9d2,['Ritesh Negi'],Right hand Bat,Right arm Medium
12ac8ca5,['R I Thakur' 'RI Thakur' 'Ravi Thakur'],Left hand Bat,Right arm Medium
dccab4f3,['Rithika Rajith'],Right hand Bat,Right arm Medium
6de51a8e,['Ritik Tomar'],Right hand Bat,Right arm Medium
ad3940a5,['R Moni' 'Ritu Moni'],Right hand Bat,Right arm Medium
6033d30a,['Ritwik Roy Chowdhury'],Right hand Bat,Right arm Medium
c78a879c,['RI Walker'],Right hand Bat,Right arm Fast
3ff26cea,['Riyaa Bhasin'],Right hand Bat,Right arm Medium
b674038f,['Riyas Bazirhak'],Right hand Bat,Right arm Medium
9bfb8edc,['Riyaz Kajalwala'],Right hand Bat,Left arm Orthodox
c7832845,['Rizpha Bano'],Right hand Bat,Right arm Medium
81147b00,['Rizwan Ahmed'],Right hand Bat,Right arm Legbreak
b5346f1e,['Rizwan Akram'],Right hand Bat,Right arm Medium
e741ed8f,['Rizwan Butt'],Right hand Bat,Right arm Medium
3a026eb4,['R Cheema' 'Rizwan Cheema'],Right hand Bat,Right arm Medium
dc60abdc,['Rizwan Haider'],Right hand Bat,Left arm Medium
df18e554,['Rizwan Latif'],Right hand Bat,Left arm Orthodox
cffc78e0,['Rizwan-Uz-Zaman' 'Rizwan-uz-Zaman'],Right hand Bat,Right arm Legbreak
6d09ccfb,['RJA Murphy'],Right hand Bat,Right arm Offbreak
c0787387,['R Jaswal'],Right hand Bat,Right arm Legbreak
6bd04fa5,['RJ Bailey' 'Robert Bailey'],Right hand Bat,Right arm Offbreak
ca1a621c,['R J Balhara' 'RJ Balhara' 'Ravi Balhara'],Right hand Bat,Right arm Medium
be0399d9,['RJ Bright' 'Ray Bright' 'Raymond Bright'],Right hand Bat,Left arm Orthodox
29e8a62e,['R Burns' 'RJ Burns' 'Rory Burns'],Left hand Bat,Right arm Medium
f6993a56,['R Campbell' 'RJ Campbell'],Right hand Bat,Right arm Offbreak
67a6d131,['RJ Christiani' 'Robert Christiani'],Right hand Bat,Right arm Offbreak
8343738d,['Bob Crisp' 'RJ Crisp' 'Robert Crisp'],Right hand Bat,Right arm Fast
63c8f8fd,['RJD Jamshedji' 'Rustomji Jamshedji'],Right hand Bat,Left arm Orthodox
a467273e,['RJ Engelbrecht'],Right hand Bat,Right arm Medium
951127ac,['RJ Evans'],Right hand Bat,Right arm Medium
50636767,['RJ Gibson' 'Ryan Gibson'],Right hand Bat,Right arm Medium
402f8494,['RJ Gleeson' 'Richard Gleeson'],Right hand Bat,Right arm Fast
c8e7c983,['RJG Lockyear'],Right hand Bat,Right arm Medium
bc6f8328,['RJG Palmer'],Right hand Bat,Right arm Offbreak
0cfbdd73,['RJ Hadlee' 'Richard Hadlee'],Left hand Bat,Right arm Fast
2c86c8f2,['RJ Hamilton-Brown'],Right hand Bat,Right arm Offbreak
12eddf28,['R Harris' 'RJ Harris' 'Ryan Harris'],Right hand Bat,Right arm Fast
01c05b6c,['RJ Hatchman'],Right hand Bat,Right arm Medium
ff3d3ea5,['John Inverarity' 'RJ Inverarity' 'Robert Inverarity'],Right hand Bat,Left arm Orthodox
48394897,['RJ Kember'],Right hand Bat,Right arm Legbreak
a1b3e8b9,['RJ Kennedy' 'Robert Kennedy'],Right hand Bat,Right arm Medium
22860288,['RJ Kirtley' 'Robert Kirtley'],Right hand Bat,Right arm Fast
fe3ab4f4,['RJ Logan'],Right hand Bat,Right arm Medium
19cc9592,['RJ McCone'],Left hand Bat,Left arm Medium
4c7c6f58,['RJMGM Rupasinghe'],Left hand Bat,Right arm Legbreak
34f2e752,['RJM Moffitt'],Left hand Bat,Right arm Offbreak
600fa134,['RJ Montgomery'],Right hand Bat,Right arm Fast
8d8c24fd,['R Nicol' 'RJ Nicol' 'Robert Nicol'],Right hand Bat,Right arm Medium
3cd107a7,['R Johnston'],Right hand Bat,Right arm Offbreak
7413c5c6,['R Jones'],Right hand Bat,Right arm Offbreak
5caf0bcc,['R Joyce'],Right hand Bat,Right arm Medium
26ff4c29,['R Peterson' 'RJ Peterson' 'Robin Peterson'],Left hand Bat,Left arm Orthodox
1e22ec27,['RJ Pope' 'Roland Pope'],Right hand Bat,Right arm offbreak
23ac69e6,['R Quiney' 'RJ Quiney' 'Rob Quiney'],Left hand Bat,Right arm Medium
c024db94,['RJ Ranpura'],Left hand Bat,Right arm Fast
09e8f3ca,['RJ Ratnayake' 'Rumesh Ratnayake'],Right hand Bat,Right arm Fast
f5853cef,['RJ Robinson'],Right hand Bat,Right arm Fast
14373322,['R Sayer' 'RJ Sayer'],Right hand Bat,Right arm Offbreak
4e391ccc,['RJ Schaw'],Left hand Bat,Left arm Wrist spin
69c90b3e,['RJ Shastri' 'Ravi Shastri'],Right hand Bat,Left arm Orthodox
9dca07d7,['R Sidebottom' 'RJ Sidebottom' 'Ryan Sidebottom'],Left hand Bat,Left arm Fast
12983654,['RJ Sillence'],Right hand Bat,Right arm Medium
075a31c0,['RJ Steele'],Right hand Bat,Left arm Medium
52f96571,['RJ Trott'],Right hand Bat,Right arm Offbreak
38810cfc,['RJ Tucker'],Left hand Bat,Right arm Medium
0882b3f1,['RJ van Vuuren'],Right hand Bat,Right arm Fast
9d1c62d7,['RJ Warren'],Right hand Bat,Right arm Offbreak
fa760ccd,['RJ Watson' 'Watson'],Right hand Bat,Right arm Medium
1d71fd86,['Dick Westcott' 'RJ Westcott' 'Richard Westcott'],Right hand Bat,Right arm Medium
8db7f47f,['R Topley' 'RJW Topley' 'Topley'],Right hand Bat,Left arm Fast
e3dd0d8e,['R Kaia' 'Roy Kaia'],Right hand Bat,Right arm Offbreak
5892ac75,['R Kalimuthu'],Right hand Bat,Right arm Medium
54a3d69f,['R Kanai'],Right hand Bat,Right arm Medium
cc00a786,['R Kano'],Right hand Bat,Right arm Medium
5959370f,['R Kanoh'],Right hand Bat,Right arm Offbreak
6625023d,['R Kanojiya'],Right hand Bat,Left arm Orthodox
119dc992,['R Kassim'],Right hand Bat,Right arm Medium
b63e358a,['R Bhui' 'RK Bhui' 'Ricky Bhui'],Right hand Bat,Right arm Legbreak
34031041,['RK Chauhan' 'Rajesh Chauhan'],Right hand Bat,Right arm Offbreak
20672246,['RK Illingworth' 'Richard Illingworth'],Right hand Bat,Left arm Orthodox
ff2d61b3,['R Kilner' 'Roy Kilner'],Left hand Bat,Left arm Orthodox
4a6a1da8,['RK Jagroep'],Left hand Bat,Left arm Orthodox
d1d0b5ed,['RKJ Dawson' 'Richard Dawson'],Right hand Bat,Right arm Offbreak
2667c1ef,['RK Kanoujiya'],Right hand Bat,Right arm Offbreak
780d1997,['RK Kiseto'],Right hand Bat,Right arm Offbreak
7955eb15,['R Kleinveldt' 'RK Kleinveldt' 'Rory Kleinveldt'],Right hand Bat,Right arm Fast
ff1ec94d,['R Klein'],Right hand Bat,Right arm Medium
2ec8a400,"[""RK O'Donnell""]",Right hand Bat,Right arm Medium
8d14b938,['RK Oliver'],Left hand Bat,Right arm Medium
9642e672,['RK Oxenham' 'Ron Oxenham' 'Ronald Oxenham'],Right hand Bat,Right arm Medium
57a45277,['R Parwin' 'RK Parwin'],Right hand Bat,Right arm Offbreak
4531f249,['RK Patel'],Right hand Bat,Right arm Legbreak
1a3cc554,['R Kumar' 'R Paudel' 'RK Paudel'],Right hand Bat,Right arm Offbreak
d23eb52b,['RK Pradhan'],Right hand Bat,Right arm Legbreak
96611f9f,['RK Raval'],Right hand Bat,Right arm Medium
0a509d6b,['R Singh' 'RK Singh' 'Rinku Singh'],Left hand Bat,Right arm Offbreak
807b63ae,['RK Terblanche'],Left hand Bat,Left arm Fast
b9cad3c4,['Dick Tyldesley' 'RK Tyldesley'],Right hand Bat,Right arm Legbreak
2df874e6,['R Kumar'],Right hand Bat,Right arm Medium
2617ff3e,['RK Vishwakarma'],Left hand Bat,Left arm Orthodox
977069a5,['R Weerasundera' 'RK Weerasundara' 'Rakitha Weerasundera'],Right hand Bat,Right arm Offbreak
