,match_id,date,batter,batter_runs,balls_faced,wicket_type,won,innings,wickets_fallen,bowling_team,batting_team,venue,toss_winner,runs_remain,net_run_rate,final_team_total,first_ball,current_team_total,is_powerplay,strike_rate,out,last_ball,Left arm Fast,Left arm Orthodox,Left arm Wrist spin,Right arm Fast,Right arm Legbreak,Right arm Offbreak,recent_form
8656,South Africa_India_2007-09-20,2007-09-20,M Ntini,4,2,0,0.0,2,9,India,South Africa,Kingsmead,0,37.0,-1.8500000000000003,116,119,115,False,200.0,False,120,0.0,,,2.0,,2.0,0.0
633,Afghanistan_New Zealand_2021-11-07,2021-11-07,KS Williamson,40,42,0,1.0,2,1,Afghanistan,New Zealand,Zayed Cricket Stadium,0,-1.0,0.6807339449541274,125,20,26,True,95.24,False,109,17.0,13.0,0.0,91.0,38.0,36.0,29.0
8498,New Zealand_West Indies_2008-12-26,2008-12-26,JDP Oram,13,14,caught,-1.0,1,3,West Indies,New Zealand,Eden Park,1,-1.0,0.0,155,57,71,False,92.86,True,85,0.0,41.0,,59.0,0.0,31.0,0.0
2187,Australia_West Indies_2012-09-22,2012-09-22,MN Samuels,50,32,caught,0.0,1,2,Australia,West Indies,R. Premadasa Stadium,1,-1.0,-1.3590909090909091,191,33,48,False,156.25,True,93,12.0,0.0,24.0,60.0,0.0,16.0,0.0
1848,Pakistan_South Africa_2021-02-11,2021-02-11,AL Phehlukwayo,14,8,caught,0.0,2,4,Pakistan,South Africa,Gaddafi Stadium,1,30.0,-0.1499999999999985,166,93,116,False,175.0,True,107,12.0,0.0,4.0,40.0,0.0,0.0,0.0
4846,Sri Lanka_India_2009-02-10,2009-02-10,RA Jadeja,5,7,bowled,1.0,2,5,Sri Lanka,India,R. Premadasa Stadium,0,56.0,0.4499999999999993,174,81,108,False,71.43,True,91,20.0,13.0,0.0,34.0,10.0,4.0,0.0
6445,Australia_India_2023-11-23,2023-11-23,SPD Smith,52,41,run out,0.0,1,0,India,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,-1.0,-0.1378151260504196,208,1,0,True,126.83,True,95,52.0,24.0,0.0,125.0,49.0,7.0,0.0
6389,Sri Lanka_India_2023-01-05,2023-01-05,PWH de Silva,0,1,bowled,1.0,1,6,India,Sri Lanka,Maharashtra Cricket Association Stadium,0,-1.0,0.8000000000000007,206,96,138,False,0.0,True,96,15.0,0.0,0.0,36.0,0.0,6.0,21.0
1680,India_England_2018-07-06,2018-07-06,JC Buttler,14,12,caught,1.0,2,0,India,England,Sophia Gardens,1,115.0,0.1762711864406769,149,1,0,True,116.67,True,30,18.0,0.0,24.0,139.0,49.0,0.0,65.0
5470,South Africa_West Indies_2023-03-25,2023-03-25,H Klaasen,1,2,caught,0.0,1,4,West Indies,South Africa,SuperSport Park,0,-1.0,-0.6623376623376629,131,33,56,False,50.0,True,39,17.0,7.0,5.0,44.0,0.0,0.0,0.0
4590,South Africa_Pakistan_2021-04-10,2021-04-10,Fakhar Zaman,27,19,caught,1.0,2,1,South Africa,Pakistan,New Wanderers Stadium,0,102.0,0.1294117647058819,189,30,41,True,142.11,True,60,25.0,24.0,24.0,94.0,18.0,0.0,0.0
6705,West Indies_India_2023-08-12,2023-08-12,BA King,18,16,caught,0.0,1,0,India,West Indies,Central Broward Regional Park Stadium,1,-1.0,-1.629411764705882,178,1,0,True,112.5,True,34,39.0,44.0,25.0,89.0,24.0,0.0,23.33333333333333
7360,Sri Lanka_West Indies_2021-03-05,2021-03-05,K Sinclair,3,8,caught,0.0,2,7,Sri Lanka,West Indies,Coolidge Cricket Ground,0,43.0,-2.1500000000000004,117,93,89,False,37.5,True,112,11.0,,10.0,25.0,4.0,,0.0
6049,Sri Lanka_South Africa_2021-09-12,2021-09-12,AK Markram,21,19,0,1.0,2,1,Sri Lanka,South Africa,R. Premadasa Stadium,0,-2.0,2.261764705882353,105,51,63,False,110.53,False,85,0.0,24.0,19.0,0.0,15.0,37.0,48.0
10289,India_New Zealand_2012-09-11,2012-09-11,RJ Nicol,0,4,bowled,1.0,1,0,India,New Zealand,MA Chidambaram Stadium,0,-1.0,0.0499999999999989,167,1,0,True,0.0,True,6,74.0,49.0,,102.0,0.0,19.0,0.0
772,West Indies_New Zealand_2014-07-06,2014-07-06,L Ronchi,12,12,caught,0.0,2,4,West Indies,New Zealand,Windsor Park,1,52.0,-1.95,126,76,88,False,100.0,True,97,26.0,0.0,,44.0,3.0,15.0,0.0
8762,India_Pakistan_2016-03-19,2016-03-19,Shahid Afridi,8,14,caught,0.0,1,1,India,Pakistan,Eden Gardens,0,-1.0,-0.9602339181286546,118,47,38,False,57.14,True,71,35.0,17.0,,31.0,12.0,13.0,2.0
5114,India_West Indies_2023-08-06,2023-08-06,SO Hetmyer,22,22,lbw,1.0,2,4,India,West Indies,Providence Stadium,0,23.0,0.6300884955752224,155,60,91,False,100.0,True,96,26.0,18.0,0.0,55.0,18.0,0.0,10.0
937,South Africa_New Zealand_2012-12-21,2012-12-21,Q de Kock,28,23,0,1.0,2,2,New Zealand,South Africa,Kingsmead,0,-1.0,2.8506849315068497,87,34,46,False,121.74,False,73,6.0,39.0,0.0,59.0,2.0,12.0,0.0
10003,New Zealand_Sri Lanka_2016-01-07,2016-01-07,GD Elliott,10,6,0,1.0,1,4,Sri Lanka,New Zealand,Bay Oval,0,-1.0,0.1500000000000003,182,111,164,False,166.67,False,120,4.0,0.0,,17.0,0.0,0.0,0.0
7953,New Zealand_Pakistan_2023-04-17,2023-04-17,CJ Bowes,7,9,bowled,1.0,1,0,Pakistan,New Zealand,Gaddafi Stadium,1,-1.0,0.2000000000000001,163,0,5,True,77.78,True,18,35.0,30.0,,137.0,42.0,0.0,15.4
6940,Afghanistan_Sri Lanka_2022-11-01,2022-11-01,Najibullah Zadran,18,16,caught,0.0,1,2,Sri Lanka,Afghanistan,Brisbane Cricket Ground,1,-1.0,-0.7999999999999998,144,63,68,False,112.5,True,96,9.0,0.0,0.0,39.0,32.0,31.0,13.0
2572,Australia_India_2018-11-21,2018-11-21,KL Rahul,13,11,stumped,0.0,2,1,Australia,India,Brisbane Cricket Ground,1,77.0,0.6470588235294112,169,26,36,True,118.18,True,50,28.0,25.0,26.0,61.0,25.0,0.0,19.666666666666668
8923,Sri Lanka_West Indies_2012-10-07,2012-10-07,TM Dilshan,0,3,bowled,0.0,2,0,West Indies,Sri Lanka,R. Premadasa Stadium,0,131.0,-1.7999999999999998,101,1,0,True,0.0,True,7,0.0,0.0,,97.0,34.0,101.0,28.0
3912,Australia_England_2020-09-06,2020-09-06,GJ Maxwell,26,18,caught,0.0,1,4,England,Australia,The Rose Bowl,1,-1.0,-0.5393805309734514,157,73,85,False,144.44,True,110,7.0,18.0,0.0,43.0,15.0,6.0,1.0
8362,New Zealand_Sri Lanka_2006-12-26,2006-12-26,BB McCullum,28,28,run out,1.0,2,0,Sri Lanka,New Zealand,Eden Park,1,58.0,0.5202702702702702,116,1,0,True,100.0,True,54,51.0,0.0,,126.0,24.0,29.0,39.0
197,Sri Lanka_India_2012-08-07,2012-08-07,WU Tharanga,5,4,caught,0.0,2,1,India,Sri Lanka,Pallekele International Cricket Stadium,1,141.0,-1.95,116,6,9,True,125.0,True,13,20.0,18.0,0.0,144.0,12.0,32.0,0.0
1875,Pakistan_England_2020-08-30,2020-08-30,DJ Malan,54,36,0,1.0,2,2,Pakistan,England,Old Trafford,1,-4.0,0.6326086956521735,199,39,66,False,150.0,False,115,8.0,6.0,0.0,87.0,37.0,17.0,0.0
7885,Afghanistan_Sri Lanka_2024-02-21,2024-02-21,Azmatullah Omarzai,31,23,caught,1.0,1,2,Sri Lanka,Afghanistan,Rangiri Dambulla International Stadium,1,-1.0,0.1499999999999985,209,63,115,False,134.78,True,109,0.0,0.0,10.0,66.0,24.0,22.0,1.0
10270,West Indies_South Africa_2010-05-20,2010-05-20,AN Petersen,8,12,lbw,1.0,1,3,West Indies,South Africa,Sir Vivian Richards Stadium,0,-1.0,0.0499999999999998,120,48,42,False,66.67,True,73,12.0,12.0,,108.0,,18.0,6.0
9635,England_Pakistan_2012-02-23,2012-02-23,Misbah-ul-Haq,26,26,caught,1.0,1,3,England,Pakistan,Dubai International Cricket Stadium,0,-1.0,0.4000000000000003,144,52,65,False,100.0,True,120,12.0,18.0,,48.0,12.0,45.0,0.0
8230,Australia_Pakistan_2010-07-06,2010-07-06,MEK Hussey,25,14,lbw,0.0,2,5,Pakistan,Australia,Edgbaston,0,26.0,-0.5499999999999998,151,82,105,False,178.57,True,106,26.0,6.0,0.0,23.0,2.0,19.0,18.0
9643,Sri Lanka_Pakistan_2012-06-03,2012-06-03,Yasir Arafat,2,3,caught,1.0,1,5,Sri Lanka,Pakistan,Mahinda Rajapaksa International Cricket Stadium,1,-1.0,1.1499999999999997,122,112,110,False,66.67,True,117,0.0,0.0,0.0,12.0,0.0,0.0,0.0
1471,India_South Africa_2022-06-12,2022-06-12,RR Hendricks,4,3,bowled,1.0,2,0,India,South Africa,Barabati Stadium,1,143.0,0.7272727272727266,149,1,0,True,133.33,True,6,26.0,18.0,14.0,147.0,27.0,0.0,0.0
2599,Pakistan_India_2022-08-28,2022-08-28,KL Rahul,0,1,bowled,1.0,2,0,Pakistan,India,Dubai International Cricket Stadium,1,146.0,0.1754237288135591,148,1,1,True,0.0,True,2,25.0,34.0,0.0,138.0,48.0,0.0,0.0
7616,Australia_West Indies_2012-09-22,2012-09-22,R Rampaul,0,0,0,0.0,1,8,Australia,West Indies,R. Premadasa Stadium,1,-1.0,-1.3590909090909091,191,119,187,False,0.0,False,120,0.0,,,0.0,0.0,0.0,0.0
3421,England_Pakistan_2022-10-02,2022-10-02,Babar Azam,4,4,caught,0.0,2,0,England,Pakistan,Gaddafi Stadium,1,204.0,-3.35,142,1,0,True,100.0,True,6,71.0,4.0,0.0,97.0,44.0,30.0,33.0
4392,Pakistan_West Indies_2014-04-01,2014-04-01,Kamran Akmal,0,3,caught,0.0,2,1,West Indies,Pakistan,Shere Bangla National Stadium,0,165.0,-4.200000000000001,82,1,0,True,0.0,True,9,36.0,26.0,0.0,37.0,48.0,73.0,19.5
3937,Australia_India_2022-09-25,2022-09-25,GJ Maxwell,6,11,run out,0.0,1,2,India,Australia,Rajiv Gandhi International Cricket Stadium,0,-1.0,-0.1285714285714281,186,31,62,False,54.55,True,46,18.0,12.0,0.0,107.0,42.0,6.0,0.5
6627,Australia_West Indies_2014-03-28,2014-03-28,MA Starc,4,4,caught,0.0,1,7,West Indies,Australia,Shere Bangla National Stadium,1,-1.0,-0.2016949152542366,178,111,156,False,100.0,True,117,8.0,0.0,0.0,9.0,0.0,0.0,3.0
10418,Australia_Pakistan_2014-10-05,2014-10-05,Awais Zia,3,7,caught,0.0,1,0,Australia,Pakistan,Dubai International Cricket Stadium,1,-1.0,-2.128571428571429,96,1,1,True,42.86,True,15,61.0,23.0,,38.0,61.0,26.0,0.0
5103,West Indies_South Africa_2021-10-26,2021-10-26,SO Hetmyer,1,2,run out,0.0,1,5,South Africa,West Indies,Dubai International Cricket Stadium,0,-1.0,-0.704545454545455,143,111,132,False,50.0,True,112,0.0,0.0,0.0,10.0,0.0,0.0,9.0
6885,Afghanistan_West Indies_2019-11-16,2019-11-16,Rahmanullah Gurbaz,15,12,caught,1.0,1,0,West Indies,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,-1.0,2.05,147,1,6,True,125.0,True,26,26.0,0.0,0.0,144.0,37.0,32.0,0.0
948,South Africa_Australia_2014-03-14,2014-03-14,Q de Kock,41,39,caught,0.0,1,0,Australia,South Africa,SuperSport Park,0,-1.0,-2.2,128,1,0,True,105.13,True,83,68.0,0.0,24.0,62.0,24.0,37.0,41.0
2190,New Zealand_West Indies_2012-10-01,2012-10-01,MN Samuels,24,21,caught,-1.0,1,2,New Zealand,West Indies,Pallekele International Cricket Stadium,0,-1.0,0.0,139,24,37,True,114.29,True,64,0.0,26.0,0.0,99.0,13.0,62.0,34.0
9359,England_New Zealand_2007-09-18,2007-09-18,OA Shah,21,16,run out,0.0,2,3,New Zealand,England,Kingsmead,1,18.0,-0.2499999999999991,159,74,87,False,131.25,True,109,0.0,12.0,,84.0,0.0,0.0,25.0
1695,India_England_2021-03-20,2021-03-20,JC Buttler,52,34,caught,0.0,2,0,India,England,Narendra Modi Stadium,1,94.0,-1.799999999999999,188,1,0,True,152.94,True,77,30.0,0.0,0.0,152.0,39.0,6.0,30.0
2245,Australia_West Indies_2010-02-21,2010-02-21,KA Pollard,12,9,caught,0.0,2,2,Australia,West Indies,Bellerive Oval,0,153.0,-1.9,141,11,12,True,133.33,True,24,43.0,32.0,0.0,109.0,18.0,24.0,0.0
1909,England_Pakistan_2022-10-02,2022-10-02,DJ Malan,78,47,0,1.0,1,1,Pakistan,England,Gaddafi Stadium,0,-1.0,3.35,209,26,39,True,165.96,False,120,58.0,0.0,0.0,68.0,44.0,30.0,19.2
2553,India_South Africa_2022-10-30,2022-10-30,V Kohli,12,11,caught,0.0,1,1,South Africa,India,Perth Stadium,1,-1.0,-0.3161016949152531,133,27,24,True,109.09,True,41,25.0,18.0,0.0,115.0,0.0,30.0,65.5
8420,New Zealand_Sri Lanka_2006-12-26,2006-12-26,SP Fleming,17,16,caught,1.0,2,0,Sri Lanka,New Zealand,Eden Park,1,64.0,0.5202702702702702,116,1,0,True,106.25,True,35,45.0,0.0,,121.0,24.0,29.0,38.0
2437,England_West Indies_2016-03-16,2016-03-16,BA Stokes,15,7,lbw,0.0,1,4,West Indies,England,Wankhede Stadium,0,-1.0,-0.973394495412844,182,108,152,False,214.29,True,118,1.0,0.0,0.0,12.0,0.0,0.0,6.0
8325,Australia_England_2007-09-14,2007-09-14,PD Collingwood,18,11,lbw,0.0,1,3,Australia,England,Newlands Cricket Ground,1,-1.0,-2.418539325842696,135,46,49,False,163.64,True,63,30.0,12.0,0.0,53.0,23.0,0.0,0.0
468,New Zealand_Sri Lanka_2019-01-11,2019-01-11,MD Shanaka,7,5,lbw,0.0,2,5,New Zealand,Sri Lanka,Eden Park,1,51.0,-1.7499999999999991,144,76,118,False,140.0,True,85,0.0,13.0,17.0,30.0,12.0,0.0,0.0
8878,Australia_Sri Lanka_2013-01-28,2013-01-28,DPMD Jayawardene,61,45,0,1.0,1,2,Australia,Sri Lanka,Melbourne Cricket Ground,0,-1.0,0.1166666666666671,161,34,34,False,135.56,False,120,24.0,24.0,,62.0,0.0,37.0,8.0
4274,England_New Zealand_2023-09-01,2023-09-01,MS Chapman,15,8,caught,0.0,2,3,England,New Zealand,Old Trafford,0,126.0,-4.75,103,40,45,False,187.5,True,54,0.0,16.0,0.0,56.0,39.0,18.0,11.0
10161,Australia_Pakistan_2010-02-05,2010-02-05,Saeed Ajmal,1,3,0,0.0,2,9,Australia,Pakistan,Melbourne Cricket Ground,0,2.0,-0.0999999999999996,125,115,118,False,33.33,False,120,0.0,0.0,,5.0,0.0,0.0,0.0
8430,New Zealand_Pakistan_2007-09-22,2007-09-22,SB Styris,18,12,caught,0.0,1,1,Pakistan,New Zealand,Newlands Cricket Ground,1,-1.0,-0.6553097345132741,143,48,51,False,150.0,True,79,7.0,31.0,,56.0,19.0,29.0,13.0
3427,New Zealand_Pakistan_2022-11-09,2022-11-09,Babar Azam,53,42,caught,1.0,2,0,New Zealand,Pakistan,Sydney Cricket Ground,0,47.0,0.3826086956521735,153,1,4,True,126.19,True,76,42.0,36.0,0.0,106.0,48.0,0.0,10.5
8561,Pakistan_South Africa_2012-09-28,2012-09-28,JH Kallis,12,18,caught,0.0,1,1,Pakistan,South Africa,R. Premadasa Stadium,1,-1.0,-0.2652542372881346,133,12,9,True,66.67,True,37,0.0,36.0,0.0,88.0,25.0,72.0,28.0
5009,New Zealand_Sri Lanka_2019-01-11,2019-01-11,NLTC Perera,43,24,caught,0.0,2,3,New Zealand,Sri Lanka,Eden Park,1,61.0,-1.7499999999999991,144,26,47,True,179.17,True,75,0.0,19.0,29.0,107.0,25.0,0.0,0.0
6360,Sri Lanka_West Indies_2020-03-04,2020-03-04,PWH de Silva,44,34,lbw,0.0,2,5,West Indies,Sri Lanka,Pallekele International Cricket Stadium,0,53.0,-1.25,171,37,59,False,129.41,True,93,8.0,0.0,25.0,108.0,25.0,0.0,0.0
2973,India_South Africa_2022-06-12,2022-06-12,RR Pant,5,7,caught,0.0,1,2,South Africa,India,Barabati Stadium,0,-1.0,-0.7272727272727266,148,41,49,False,71.43,True,55,14.0,18.0,14.0,88.0,23.0,0.0,29.0
8770,New Zealand_Pakistan_2009-06-13,2009-06-13,Abdul Razzaq,5,8,caught,1.0,2,1,New Zealand,Pakistan,The Oval,0,38.0,2.64493670886076,100,27,39,True,62.5,True,48,10.0,18.0,0.0,50.0,25.0,37.0,0.0
3742,Australia_West Indies_2010-02-21,2010-02-21,DA Warner,49,32,caught and bowled,1.0,1,0,West Indies,Australia,Bellerive Oval,1,-1.0,1.9,179,1,1,True,153.12,True,51,48.0,36.0,0.0,114.0,18.0,29.0,24.0
8887,England_Sri Lanka_2006-06-15,2006-06-15,TM Dilshan,2,5,caught,1.0,1,2,England,Sri Lanka,The Rose Bowl,1,-1.0,0.0999999999999996,163,50,76,False,40.0,True,61,0.0,24.0,,99.0,0.0,22.0,0.0
955,Australia_South Africa_2014-11-09,2014-11-09,Q de Kock,48,27,caught,0.0,1,0,Australia,South Africa,Stadium Australia,0,-1.0,-0.1113445378151265,145,1,0,True,177.78,True,52,73.0,25.0,0.0,105.0,18.0,24.0,23.0
5058,West Indies_England_2019-03-05,2019-03-05,SD Hope,6,5,caught,0.0,1,0,England,West Indies,Daren Sammy National Cricket Stadium,0,-1.0,-0.5486725663716818,160,1,4,True,120.0,True,9,39.0,6.0,0.0,138.0,44.0,24.0,0.0
5245,India_England_2021-03-18,2021-03-18,B Kumar,0,0,0,1.0,1,8,England,India,Narendra Modi Stadium,0,-1.0,0.4000000000000003,185,118,180,False,0.0,False,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10351,England_West Indies_2011-09-25,2011-09-25,CD Barnwell,16,22,caught,1.0,1,3,England,West Indies,The Oval,0,-1.0,1.25,113,54,43,False,72.73,True,88,0.0,6.0,,73.0,24.0,12.0,0.0
723,West Indies_New Zealand_2014-07-06,2014-07-06,CJ Anderson,14,16,caught,0.0,2,3,West Indies,New Zealand,Windsor Park,1,49.0,-1.95,126,69,83,False,87.5,True,103,26.0,0.0,,48.0,6.0,23.0,15.0
9448,England_West Indies_2007-06-29,2007-06-29,ACL Richards,10,15,lbw,0.0,1,1,England,West Indies,The Oval,1,-1.0,-0.4217948717948729,169,34,49,False,66.67,True,53,12.0,18.0,,128.0,,22.0,0.0
9830,Australia_New Zealand_2007-12-11,2007-12-11,LA Pomersbach,15,7,caught,1.0,1,4,New Zealand,Australia,WACA Ground,1,-1.0,2.700000000000001,186,101,152,False,214.29,True,118,,,,29.0,,1.0,0.0
8756,England_Pakistan_2015-11-27,2015-11-27,Shahid Afridi,24,7,caught,0.0,2,6,England,Pakistan,Dubai International Cricket Stadium,0,24.0,-0.1500000000000003,169,101,124,False,342.86,True,108,20.0,0.0,,24.0,0.0,0.0,0.0
1313,West Indies_England_2014-03-13,2014-03-13,AD Hales,38,31,caught,1.0,1,0,West Indies,England,Kensington Oval,1,-1.0,0.25,165,1,0,True,122.58,True,78,45.0,24.0,0.0,106.0,0.0,61.0,21.5
437,New Zealand_Sri Lanka_2019-01-11,2019-01-11,SL Malinga,6,5,caught,0.0,2,7,New Zealand,Sri Lanka,Eden Park,1,41.0,-1.7499999999999991,144,86,128,False,120.0,True,95,0.0,7.0,9.0,29.0,11.0,0.0,0.0
7910,Pakistan_England_2022-11-13,2022-11-13,Mohammad Haris,8,12,caught,0.0,1,1,England,Pakistan,Melbourne Cricket Ground,0,-1.0,-0.4131578947368428,137,27,29,True,66.67,True,43,17.0,0.0,0.0,111.0,49.0,12.0,29.0
3748,Australia_Sri Lanka_2010-05-09,2010-05-09,DA Warner,9,12,caught,1.0,1,0,Sri Lanka,Australia,Kensington Oval,1,-1.0,4.050000000000001,168,1,0,True,75.0,True,27,63.0,6.0,0.0,78.0,25.0,49.0,49.0
3939,Australia_West Indies_2022-10-07,2022-10-07,GJ Maxwell,1,4,run out,1.0,1,3,West Indies,Australia,Brisbane Cricket Ground,0,-1.0,1.5500000000000007,178,68,96,False,25.0,True,75,19.0,12.0,0.0,63.0,17.0,0.0,1.75
3083,Sri Lanka_India_2022-02-26,2022-02-26,RG Sharma,1,2,bowled,1.0,2,0,Sri Lanka,India,Himachal Pradesh Cricket Association Stadium,1,174.0,1.684951456310678,186,1,1,True,50.0,True,6,26.0,36.0,0.0,149.0,24.0,0.0,27.5
5365,South Africa_India_2022-10-04,2022-10-04,AR Patel,9,8,caught,0.0,2,4,South Africa,India,Holkar Cricket Stadium,1,113.0,-2.45,178,43,78,False,112.5,True,70,6.0,24.0,,115.0,0.0,12.0,6.0
381,Sri Lanka_Pakistan_2022-09-11,2022-09-11,BKG Mendis,0,1,bowled,1.0,1,0,Pakistan,Sri Lanka,Dubai International Cricket Stadium,0,-1.0,1.1500000000000004,170,0,1,True,0.0,True,3,16.0,6.0,0.0,123.0,48.0,49.0,23.75
8074,England_West Indies_2023-12-19,2023-12-19,MW Forde,3,5,caught,0.0,2,8,England,West Indies,Brian Lara Stadium,1,98.0,-3.75,192,76,162,False,60.0,True,83,12.0,18.0,,31.0,6.0,,0.0
3793,India_Australia_2017-10-10,2017-10-10,DA Warner,2,5,caught,1.0,2,0,India,Australia,Barsapara Cricket Stadium,1,107.0,1.970967741935484,122,0,1,True,40.0,True,9,22.0,0.0,24.0,122.0,47.0,0.0,8.0
9658,New Zealand_Sri Lanka_2009-06-16,2009-06-16,DL Vettori,3,5,caught,0.0,2,7,Sri Lanka,New Zealand,Trent Bridge,0,56.0,-2.4000000000000004,110,88,98,False,60.0,True,94,0.0,6.0,,34.0,0.0,9.0,8.0
5612,India_Sri Lanka_2016-03-01,2016-03-01,LD Chandimal,4,11,caught,0.0,1,0,India,Sri Lanka,Shere Bangla National Stadium,0,-1.0,-0.4448275862068964,138,1,0,True,36.36,True,14,26.0,44.0,0.0,139.0,0.0,33.0,24.666666666666668
8735,India_Pakistan_2012-09-30,2012-09-30,Shahid Afridi,14,12,caught,0.0,1,1,India,Pakistan,R. Premadasa Stadium,1,-1.0,-1.1882352941176464,128,9,21,True,116.67,True,28,29.0,36.0,,65.0,24.0,55.0,6.0
5929,Pakistan_New Zealand_2023-04-24,2023-04-24,Mohammad Rizwan,98,62,0,0.0,1,0,New Zealand,Pakistan,Rawalpindi Cricket Stadium,0,-1.0,-0.38448275862069,193,1,0,True,158.06,False,120,24.0,38.0,0.0,149.0,36.0,0.0,21.33333333333333
9666,New Zealand_Sri Lanka_2010-05-23,2010-05-23,DL Vettori,27,24,caught,0.0,1,3,Sri Lanka,New Zealand,Central Broward Regional Park Stadium,1,-1.0,-1.2403225806451612,81,13,8,True,112.5,True,66,6.0,18.0,,88.0,0.0,56.0,18.0
8044,Pakistan_Afghanistan_2023-03-24,2023-03-24,Tayyab Tahir,16,9,caught and bowled,0.0,1,2,Afghanistan,Pakistan,Sharjah Cricket Stadium,1,-1.0,-0.8953271028037388,92,23,22,True,177.78,True,37,13.0,24.0,,65.0,42.0,42.0,0.0
17,Australia_Pakistan_2014-10-05,2014-10-05,AJ Finch,5,9,caught,1.0,2,0,Pakistan,Australia,Dubai International Cricket Stadium,0,85.0,2.128571428571429,97,1,0,True,55.56,True,15,61.0,18.0,0.0,38.0,61.0,21.0,0.0
10519,Australia_England_2014-02-02,2014-02-02,BCJ Cutting,29,16,caught and bowled,1.0,1,2,England,Australia,Stadium Australia,1,-1.0,4.2,195,51,66,False,181.25,True,80,2.0,,,96.0,12.0,15.0,0.0
8637,India_South Africa_2010-05-02,2010-05-02,JA Morkel,12,6,caught,0.0,2,3,India,South Africa,Daren Sammy National Cricket Stadium,1,34.0,-0.7000000000000011,172,100,128,False,200.0,True,111,13.0,0.0,0.0,18.0,0.0,6.0,0.0
4300,New Zealand_England_2019-11-08,2019-11-08,TL Seifert,3,4,caught,0.0,2,1,England,New Zealand,McLean Park,1,182.0,-3.8000000000000007,165,28,55,True,75.0,True,35,24.0,20.0,0.0,91.0,42.0,0.0,18.33333333333333
1691,India_England_2021-03-12,2021-03-12,JC Buttler,28,24,lbw,1.0,2,0,India,England,Narendra Modi Stadium,1,52.0,2.187096774193548,130,1,0,True,116.67,True,48,12.0,16.0,0.0,130.0,40.0,15.0,0.0
7085,New Zealand_Australia_2021-02-25,2021-02-25,DP Conway,2,3,caught,1.0,1,4,Australia,New Zealand,University Oval,0,-1.0,0.1999999999999993,219,106,191,False,66.67,True,112,10.0,0.0,0.0,23.0,0.0,0.0,99.0
5284,India_Australia_2020-12-04,2020-12-04,MJ Swepson,12,5,0,0.0,2,7,India,Australia,Manuka Oval,1,11.0,-0.5500000000000007,150,110,127,False,240.0,False,120,11.0,,,12.0,0.0,,0.0
2817,New Zealand_India_2017-11-04,2017-11-04,HH Pandya,1,2,bowled,0.0,2,3,New Zealand,India,Saurashtra Cricket Association Stadium,0,129.0,-2.000000000000001,156,53,66,False,50.0,True,55,12.0,26.0,0.0,69.0,32.0,0.0,12.5
9531,Sri Lanka_India_2012-08-07,2012-08-07,G Gambhir,6,8,bowled,1.0,1,0,Sri Lanka,India,Pallekele International Cricket Stadium,0,-1.0,1.95,155,1,0,True,75.0,True,10,27.0,18.0,0.0,149.0,12.0,32.0,0.0
1651,West Indies_England_2014-03-13,2014-03-13,JC Buttler,3,8,caught,1.0,1,2,West Indies,England,Kensington Oval,1,-1.0,0.25,165,79,113,False,37.5,True,99,12.0,6.0,0.0,51.0,0.0,19.0,33.5
16,Australia_India_2014-03-30,2014-03-30,AJ Finch,6,11,caught,0.0,2,0,India,Australia,Shere Bangla National Stadium,1,146.0,-3.65,86,1,4,True,54.55,True,20,51.0,24.0,0.0,58.0,30.0,65.0,31.25
7099,New Zealand_Australia_2022-10-22,2022-10-22,DP Conway,92,58,0,1.0,1,0,Australia,New Zealand,Sydney Cricket Ground,0,-1.0,4.45,200,1,0,True,158.62,False,120,37.0,24.0,0.0,107.0,50.0,0.0,33.0
6440,India_Australia_2022-09-20,2022-09-20,SPD Smith,35,24,caught,1.0,2,1,India,Australia,Punjab Cricket Association IS Bindra Stadium,1,86.0,0.5137931034482754,211,22,39,True,145.83,True,69,0.0,21.0,0.0,134.0,43.0,6.0,0.0
7451,South Africa_England_2022-07-28,2022-07-28,RJW Topley,1,1,caught,0.0,2,9,South Africa,England,Sophia Gardens,1,58.0,-2.8999999999999995,149,99,149,False,100.0,True,100,11.0,,,14.0,0.0,,9.0
8530,India_South Africa_2009-06-16,2009-06-16,GC Smith,26,26,caught,1.0,1,0,India,South Africa,Trent Bridge,1,-1.0,0.5999999999999996,130,1,0,True,100.0,True,51,49.0,66.0,0.0,56.0,0.0,73.0,25.0
9257,Australia_West Indies_2012-10-05,2012-10-05,CL White,5,6,caught,0.0,2,2,West Indies,Australia,R. Premadasa Stadium,0,163.0,-3.7,131,20,23,True,83.33,True,37,13.0,18.0,18.0,82.0,12.0,40.0,10.6
9360,England_India_2007-09-19,2007-09-19,OA Shah,21,13,caught,0.0,2,3,India,England,Kingsmead,0,48.0,-0.9000000000000004,200,86,127,False,161.54,True,105,14.0,0.0,,49.0,0.0,13.0,23.666666666666668
3468,West Indies_New Zealand_2020-11-27,2020-11-27,ADS Fletcher,34,13,bowled,0.0,1,0,New Zealand,West Indies,Eden Park,0,-1.0,-0.4239130434782598,180,0,1,True,261.54,True,20,25.0,25.0,0.0,161.0,0.0,0.0,0.0
